date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,optionid,forward_price,ticker,index_flag,issuer,exercise_style
2025-01-02,2025-04-17,,P,6430000,494.4,511.9,0,0,0.112602,166003565,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6440000,503.3,520.9,0,0,0.112453,166003566,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6450000,512.3,529.9,0,0,0.112316,164494637,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6460000,521.4,538.9,0,0,0.112195,166003567,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6470000,530.5,548,0,0,0.112095,166003568,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6475000,537.2,552.6,0,0,0.114395,166003569,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6480000,541.8,557.2,0,0,0.114447,166003570,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-12-27,P,6500000,558.1,575.7,0,29,0.112109,160724892,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6525000,583.6,598.9,0,0,0.114966,166003571,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6550000,607,622.5,0,0,0.115472,164494638,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6600000,654.6,670,0,0,0.117064,160724893,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-11-07,P,6650000,702.7,718.2,0,0,0.11957,164889847,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-11-29,P,6700000,751.2,766.7,0,6,0.122645,160724894,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6750000,800.2,815.4,0,0,0.126696,165959342,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-11-25,P,6800000,847.3,864.4,0,1,0.126071,160724895,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6850000,896.5,913.4,0,0,0.13043,165959343,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-11-25,P,6900000,945.6,962.5,0,1,0.134571,163844669,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,6950000,993.9,1011.6,0,0,0.135444,165959344,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-12-19,P,7000000,1043.1,1060.8,0,6,0.139718,160724896,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7100000,1141.5,1159.3,0,0,0.148292,163018133,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7200000,1240,1257.8,0,0,0.15689,160724897,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7300000,1338.5,1356.4,0,0,0.165653,163018134,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7400000,1437.1,1455,0,0,0.174709,160724898,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7500000,1535.6,1553.5,0,0,0.182287,163018135,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7600000,1634.2,1652.2,0,0,0.191522,160724899,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7700000,1732.8,1750.8,0,0,0.199924,163018136,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7800000,1831.4,1849.4,0,0,0.208134,160724900,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,7900000,1929.9,1948,0,0,0.215404,163018137,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-12-19,P,800000,0.05,0.1,0,502,1.078374,160724901,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2025-01-02,P,8000000,2028.5,2046.6,51,0,0.223225,160724902,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,8100000,2127.1,2145.2,0,0,0.230879,163018138,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-08-14,P,8200000,2225.8,2243.8,0,3,0.239221,160724903,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,8300000,2324.4,2342.4,0,0,0.246583,163018139,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,8400000,2423,2441,0,0,0.253797,160724904,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-08-21,P,8500000,2521.6,2539.6,0,1,0.260864,163018140,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,8600000,2620.2,2638.2,0,0,0.267783,160724905,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,8700000,2718.9,2736.8,0,0,0.275553,163018141,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-08-26,P,8800000,2817.5,2835.4,0,1,0.282232,160724906,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,8900000,2916.1,2934,0,0,0.288784,163018142,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,2024-08-26,P,9000000,3014.7,3032.6,0,2,0.295205,160724907,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,9200000,3212,3229.9,0,0,0.309892,166003572,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-04-17,,P,9600000,3606.5,3624.3,0,0,0.334895,166003573,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-19,C,1000000,4857.5,4874.2,0,3,0.943685,161383472,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,10000000,0,0.1,0,0,0.241196,166003574,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,10400000,0,0.1,0,0,0.257889,166003575,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,10800000,0,0.1,0,0,0.273854,166003576,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,10900000,0,0.1,0,0,0.277738,166027919,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,11000000,0,0.1,0,0,0.281582,166027920,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,1200000,4661.1,4677.9,0,0,0.874005,161383473,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,1400000,4464.8,4481.7,0,0,0.821072,161383474,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-05,C,1600000,4268.6,4285.5,0,1,0.771677,161383475,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,1800000,4072.4,4089.3,0,1,0.722584,161383476,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-05,C,200000,5643.4,5659.9,0,1,1.735029,161383477,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-19,C,2000000,3876.3,3893.3,0,4,0.681767,161383478,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2100000,3778.2,3795.3,0,0,0.660143,161383479,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-05,C,2200000,3680.2,3697.3,0,1,0.640441,161383480,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2300000,3582.2,3599.3,0,0,0.620718,161383481,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2400000,3484.3,3501.4,0,0,0.60366,161383482,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2500000,3386.3,3403.5,0,0,0.585089,161383483,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2600000,3288.4,3305.6,0,0,0.567565,161383484,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2700000,3190.5,3207.7,0,0,0.549939,161383485,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,2800000,3092.7,3109.9,0,0,0.533934,161383486,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-15,C,2900000,2994.8,3012,0,2,0.516199,161383487,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-27,C,3000000,2897,2912.4,0,213,0.487092,161383488,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-04,C,3050000,2848.2,2863.9,0,200,0.483103,161383489,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3100000,2799.3,2815,0,0,0.475322,161383490,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3150000,2750.4,2766.1,0,0,0.467498,161383491,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3200000,2701.6,2717.2,0,0,0.460238,161383492,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3250000,2652.7,2668.4,0,0,0.452894,161383493,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3300000,2603.9,2619.6,0,0,0.446014,161383494,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3350000,2555.1,2570.7,0,0,0.438519,161383495,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-19,C,3400000,2506.3,2521.9,0,2,0.431455,161383496,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3450000,2457.5,2473.1,0,0,0.424308,161383497,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3500000,2408.7,2424.4,0,0,0.417517,161383498,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3525000,2384.3,2400,0,0,0.413873,161465576,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3550000,2359.9,2375.6,0,0,0.410214,161383499,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3575000,2335.6,2351.2,0,0,0.406942,161383500,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3600000,2311.2,2327,0,0,0.404022,161383501,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3625000,2286.8,2302.5,0,0,0.399924,161383502,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3650000,2262.5,2278.1,0,0,0.39657,161383503,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3675000,2238.1,2253.8,0,0,0.39319,161383504,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3700000,2213.7,2229.4,0,0,0.389433,161383505,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3725000,2189.4,2205.1,0,0,0.386354,161383506,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3750000,2165.1,2180.7,0,0,0.382903,161383507,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3775000,2140.7,2156.4,0,0,0.37943,161383508,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3800000,2116.4,2132.1,0,0,0.376254,161383509,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3825000,2092.1,2107.8,0,0,0.373043,161383510,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3850000,2067.7,2083.5,0,0,0.3695,161383511,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3875000,2043.4,2059.2,0,0,0.366233,161383512,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-08-05,C,3900000,2019.1,2034.9,0,10,0.362938,161383513,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3925000,1994.8,2010.6,0,0,0.359614,161383514,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3950000,1970.6,1986.3,0,0,0.356534,161383515,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,3975000,1946.3,1962,0,0,0.353152,161383516,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,400000,5446.9,5463.5,0,0,1.386631,161383517,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-19,C,4000000,1922,1937.8,0,74,0.350003,161383518,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4025000,1897.8,1913.5,0,0,0.346819,161383519,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4050000,1873.5,1889.3,0,1,0.343602,161383520,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4075000,1849.3,1865,0,0,0.340353,161383521,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-26,C,4100000,1825,1840.8,0,5,0.337074,161383522,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4125000,1800.8,1816.6,0,2,0.333991,161383523,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4150000,1776.6,1792.4,0,0,0.330869,161383524,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-16,C,4175000,1752.4,1768.2,0,1,0.32771,161383525,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4200000,1728.3,1744.1,0,0,0.32493,161383526,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4225000,1704.1,1719.9,0,0,0.321692,161383527,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4250000,1680,1695.7,0,0,0.318618,161383528,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4275000,1655.8,1671.6,0,0,0.315504,161383529,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4300000,1631.7,1647.5,0,0,0.312537,161383530,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-25,C,4325000,1607.6,1623.4,0,2,0.309524,161383531,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4350000,1583.5,1599.3,0,0,0.306466,161383532,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4375000,1559.5,1575.3,0,26,0.303708,161383533,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-04,C,4400000,1535.4,1551.2,0,10,0.300558,161383534,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4425000,1511.4,1527.2,0,1,0.297693,161383535,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4450000,1487.4,1503.2,0,23,0.294774,161383536,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4475000,1463.5,1479.3,0,5,0.292108,161383537,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-26,C,4500000,1439.5,1455.3,0,30,0.28908,161383538,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4525000,1415.6,1431.4,0,106,0.286293,161383539,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,4550000,1391.7,1407.5,0,0,0.283445,161383540,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-25,C,4575000,1367.9,1383.7,0,1,0.28081,161383541,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-20,C,4600000,1344,1359.9,0,30,0.277973,161383542,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-25,C,4625000,1320.2,1336.1,0,10,0.275204,161383543,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-05-21,C,4650000,1296.5,1312.3,0,1,0.272494,161383544,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-05-20,C,4675000,1272.8,1288.6,0,1,0.269836,161383545,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-20,C,4700000,1249.1,1264.9,0,147,0.267105,161383546,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4725000,1225.5,1241.4,0,1,0.264645,161383547,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-15,C,4750000,1201.9,1217.8,0,7,0.261989,161383548,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-17,C,4775000,1178.3,1194,0,40,0.259041,161383549,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-17,C,4800000,1154.8,1170.6,0,77,0.256554,161383550,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-17,C,4825000,1131.3,1147.1,0,40,0.253877,161383551,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-17,C,4850000,1107.9,1123.7,0,114,0.251318,161383552,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-18,C,4875000,1084.5,1100.3,0,1,0.248672,161383553,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-16,C,4900000,1061.2,1077.1,0,78,0.24622,161383554,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-18,C,4925000,1038,1053.8,0,66,0.243672,161383555,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-28,C,4950000,1015.3,1028.1,0,52,0.239366,161383556,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-07,C,4975000,992.2,1005.2,0,92,0.237112,161383557,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2025-01-02,C,5000000,969.8,982.5,3,3723,0.235489,161383558,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-14,C,5025000,945.6,959.3,0,90,0.231869,161383559,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-09-13,C,5050000,922.7,936.4,0,212,0.229459,161383560,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-10,C,5075000,899.9,915.4,0,114,0.228452,161383561,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-31,C,5100000,878.6,890.8,0,1088,0.225713,161383562,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-04,C,5125000,854.4,870.1,0,27,0.22359,161383563,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-18,C,5150000,831.8,847.6,0,317,0.221196,161383564,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-26,C,5175000,810.8,822.9,0,1665,0.218282,161383565,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5180000,804.8,819.3,0,0,0.217381,166380185,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5190000,795.9,810.4,0,0,0.216502,166380186,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-20,C,5200000,788.4,800.6,0,2836,0.215927,161383566,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5210000,778,792.6,0,0,0.214614,166380187,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5220000,769,783.7,0,0,0.213607,166380188,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-09,C,5225000,764.6,779.1,0,50,0.213065,161383567,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5230000,760.7,774.8,0,0,0.213022,166380189,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5240000,751.8,766,0,0,0.212097,166380190,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-09-19,C,5250000,744,756.1,0,2111,0.21115,161383568,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5260000,734.1,748.3,0,0,0.210181,166380191,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5270000,725.2,739.4,0,0,0.209132,166380192,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-09-11,C,5275000,720.8,735.2,0,677,0.208779,161383569,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5280000,716.5,730.8,0,0,0.20836,166380193,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5290000,707.6,721.9,0,0,0.207268,166380194,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-31,C,5300000,699.9,712.3,0,3532,0.206449,161383570,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5310000,690,704.4,0,0,0.205317,166380195,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5320000,681.4,695.7,0,0,0.20445,166380196,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2025-01-02,C,5325000,676.5,691.7,2,617,0.203866,161383571,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5330000,672.5,687.4,0,0,0.203616,166380197,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5340000,663.9,678.7,0,0,0.2027,166380198,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-05,C,5350000,656.6,668.6,0,1086,0.201706,161383572,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5360000,646.5,661.4,0,0,0.200743,166003577,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5370000,637.9,652.8,0,0,0.199811,166003578,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-10-09,C,5375000,633.9,648.5,0,102,0.199497,161383573,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5380000,629.3,644.2,0,0,0.198855,166003579,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-19,C,5390000,620.7,635.5,0,0,0.197822,166003580,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2025-01-02,C,5400000,613.7,625.5,3,1122,0.196923,161383574,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5410000,603.9,618.6,0,0,0.196154,166003581,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5420000,595,610.1,0,0,0.194998,166003582,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-19,C,5425000,591.1,605.9,0,121,0.194717,161383575,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5430000,586.5,601.7,0,0,0.194074,166003583,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5440000,578,593.2,0,0,0.193075,166003584,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-18,C,5450000,569.9,584.8,0,520,0.192298,161383576,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5460000,561.5,576.4,0,0,0.191345,166003585,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5470000,553.1,568,0,0,0.190366,166003586,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-09-30,C,5475000,548.9,563.9,0,311,0.189915,161383577,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5480000,544.8,559.7,0,0,0.189457,166003587,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5490000,542.2,544.7,0,0,0.188044,166003588,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-31,C,5500000,534.1,536.3,0,1920,0.187132,161383578,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5510000,525.6,528.1,0,0,0.186098,166003589,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5520000,517.6,519.8,0,0,0.185224,166003590,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-20,C,5525000,513.3,516,0,79,0.184799,161383579,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5530000,509.2,511.9,0,0,0.18432,166003591,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5540000,501,503.7,0,0,0.183341,166003592,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-13,C,5550000,492.8,495.5,0,1166,0.182334,161383580,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5560000,484.9,487.1,0,0,0.181344,166003593,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5570000,476.8,479,0,0,0.180369,166003594,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-11-18,C,5575000,472.6,475.3,0,202,0.179959,161383581,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5580000,468.5,471.3,0,0,0.179453,166003595,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5590000,460.5,462.9,0,0,0.178332,166003596,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-31,C,5600000,452.5,455,0,3317,0.177399,161383582,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,,C,5610000,444.9,447.3,0,0,0.176691,166003597,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-20,C,5620000,436.7,439.1,0,0,0.175482,166003598,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-20,C,5625000,432.9,435.1,0,1091,0.175035,161383583,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-30,C,5630000,429.1,431.5,0,128,0.174749,166003599,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-31,C,5640000,421,423.3,0,150,0.173522,166003600,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-31,C,5650000,413.2,415.5,0,253,0.172557,161383584,,SPX,1,CBOE S&P 500 INDEX,E
2025-01-02,2025-05-16,2024-12-19,C,5660000,405.4,407.8,0,13,0.1716,166003601,,SPX,1,CBOE S&P 500 INDEX,E
